Name,Country_ of_Registry,Country_of_Operator,Users,Purpose,Class_of_Orbit,Launch_Mass,Date_of_Launch,Launch_Site,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemur-2-Xiaoqing (Lemur-2 F15),NR,USA,Commercial,Earth Observation,LEO,10,10/17/16,Wallops Island Flight Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himawari 9,NR (12/16),Japan,Government,Earth Observation,LEO,"3,500",11/2/16,Tanegashima Space Center,Equipped with highly improved Advanced Himawari Imagers (AHIs).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shijian 17,NR (12/16),China,Government,Technology Development,GEO,"3,800",11/3/16,Wenchang Satellite Launch Center,"Communications, demonstration of navigation, a demonstration of an optical-sensing payload to observe space debris at high altitude. The optical sensor can also be used for Space Situational Awareness.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPNav-1,NR (12/16),China,Government,Technology Development,GEO,240,11/9/16,Jiuquan Satellite Launch Center,Experimental pulsar navigation mission carries two sensors tuned to pick up incoming X-rays from objects scattered across the galaxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prometheus 2.1,NR (12/16),USA,Military,Technology Development,LEO,1,11/11/16,Vandenberg AFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prometheus 2.2,NR (12/16),USA,Military,Technology Development,LEO,1,11/11/16,Vandenberg AFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerocube 8C,NR,USA,Commercial,Technology Development,LEO,2,11/11/16,Vandenberg AFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerocube 8D,NR,USA,Commercial,Technology Development,LEO,2,11/11/16,Vandenberg AFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CELTEE-1 (CubeSat Enhanced Locator Transponder Evaluation Experiment-1),NR (12/16),USA,Military,Technology Development,LEO,3,11/11/16,Vandenberg AFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAVAN (Radiometer Assessment using Vertically Aligned Nanotubes),NR (12/16),USA,Government,Technology Development,LEO,5,11/11/16,Vandenberg AFB,"Demonstrate a radiometer that is compact, low cost, and absolutely accurate to traceable standards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldview 4,NR (12/16),USA,Commercial,Earth Observation,LEO,"2,485",11/11/16,Vandenberg AFB,30 cm resolution.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Galileo FOC FM12 (0212, Galileo 16)",NR (12/16),ESA,Commercial,Navigation/Global Positioning,LEO,723,11/17/16,Guiana Space Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Galileo FOC FM13 (0213, Galileo 17)",NR (12/16),ESA,Commercial,Navigation/Global Positioning,LEO,723,11/17/16,Guiana Space Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Galileo FOC FM14 (0214, Galileo 18)",NR (12/16),ESA,Commercial,Navigation/Global Positioning,MEO,723,11/17/16,Guiana Space Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Galileo FOC FM7 (0207, Galileo 15)",NR (12/16),ESA,Commercial,Navigation/Global Positioning,MEO,723,11/17/16,Guiana Space Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOES 16 (Geostationary Operational Environmental Satellite GOES-R),NR (12/16),USA,Government,Earth Observation,GEO,"5,192",11/19/16,Cape Canaveral,"Carries the Advanced Baseline Imager, the sophisticated digital camera that offers more embedded data at higher resolution taken in quicker intervals than ever before.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TianLian 4 (TL-1-04, CTDRS)",NR (12/16),China,Government,Communications,MEO,"2,200",11/22/16,Xichang Satellite Launch Center,Fourth in a series of data relay satellites for upcoming Chinese space station.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Göktürk 1,NR (1/17),Turkey,Military,Earth Observation,LEO,"1,060",12/5/16,Guiana Space Center,"Along with satellite construction, Thales Alenia Space developed a spacecraft integration and test center in Ankara as part of a technology transfer program.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resourcesat-2A,NR (1/17),India,Government,Earth Observation,LEO,"1,235",12/7/16,Satish Dhawan Space Centre,"Track agriculture, water resources, soil contamination, and the growth of Indian cities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wideband Global Satcom 8 (WGS-8, USA 272)",NR (1/17),USA,Military,Communications,LEO,"5,990",12/7/16,Cape Canaveral,"International funding from Canada, Denmark, the Netherlands, Luxembourg and New Zealand under partnershp for access to constellation network.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOBA-Velox 3 ,NR (10/17),Singapore/Japan,Civil,Technology Development,LEO,2,12/9/16,International Space Station,Micropropulsion development.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemur-2-Austintacious (Lemur2-F20),NR,USA,Commercial,Earth Observation,LEO,10,12/9/16,International Space Station - Cygnus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemur-2-Redfern-Goes (Lemur 2-F21),NR,USA,Commercial,Earth Observation,LEO,10,12/9/16,International Space Station - Cygnus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemur-2-Trutna (Lemur 2-F18),NR,USA,Commercial,Earth Observation,LEO,10,12/9/16,International Space Station - Cygnus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemur-2-TrutnaHD (Lemur 2-F19),NR,USA,Commercial,Earth Observation,LEO,10,12/9/16,International Space Station - Cygnus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYGNSS FM01 (Cyclone Global Navigation Satellite System),NR (1/17),USA,Government,Earth Observation,LEO,29,12/15/16,Orbital ATK L-1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYGNSS FM02 (Cyclone Global Navigation Satellite System),NR (1/17),USA,Government,Earth Observation,LEO,29,12/15/16,Orbital ATK L-1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYGNSS FM03 (Cyclone Global Navigation Satellite System),NR (1/17),USA,Government,Earth Observation,LEO,29,12/15/16,Orbital ATK L-1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYGNSS FM04 (Cyclone Global Navigation Satellite System),NR (1/17),USA,Government,Earth Observation,LEO,29,12/15/16,Orbital ATK L-1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYGNSS FM05 (Cyclone Global Navigation Satellite System),NR (1/17),USA,Government,Earth Observation,LEO,29,12/15/16,Orbital ATK L-1011,"8-satellite constellation to return measurements of winds at the cores of hurricanes to better understand the formation, growth and dissipation of tropical cyclones.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYGNSS FM06 (Cyclone Global Navigation Satellite System),NR (1/17),USA,Government,Earth Observation,LEO,29,12/15/16,Orbital ATK L-1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYGNSS FM07 (Cyclone Global Navigation Satellite System),NR (1/17),USA,Government,Earth Observation,LEO,29,12/15/16,Orbital ATK L-1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYGNSS FM08 (Cyclone Global Navigation Satellite System),NR (1/17),USA,Government,Earth Observation,LEO,29,12/15/16,Orbital ATK L-1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echostar 19,NR (1/17),USA,Commercial,Communications,LEO,"6,764",12/18/16,Cape Canaveral,"Leased to HughesNet to provide internet to rural areas in US, Central America, Mexico, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ERG (Exploration of Energization and Radiation in Geospace, Arase)",NR (1/17),Japan,Government,Space Science,LEO,350,12/20/16,Uchinoura Space Center,Study of the Van Allen belts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chao Fenbianlu Duo Guangpu Chengxiang Weixing (Ultra-resolution multispectral imaging satellite),NR (1/17),China,Government,Earth Observation ,LEO,50,12/21/16,Jiuquan Satellite Launch Center,Multispectral imaging.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spark-1,NR (1/17),China,Government,Earth Observation,LEO,50,12/21/16,Jiuquan Satellite Launch Center,Hyperspectral imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spark-2,NR (1/17),China,Government,Earth Observation,GEO,50,12/21/16,Jiuquan Satellite Launch Center,Hyperspectral imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TanSat (Tan Weixing, Carbon Satellite)",NR (1/17),China,Government,Earth Observation,GEO,620,12/21/16,Jiuquan Satellite Launch Center,Carbon dioxide monitoring satellite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCSat 15,NR (1/17),Japan,Commercial,Communications,GEO,"3,400",12/21/16,Guiana Space Center,Will replace N-Sat 110.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star One D1,NR (1/17),Brazil,Commercial,Communications,GEO,"6,433",12/21/16,Guiana Space Center,"Video and radio broadcasters, Internet service providers and direct-to-home television programming, satellite telephone calls, and high-speed data transmissions over Brazil, Mexico and other parts of Latin America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superview 1-01 (GaoJing 1-01),NR (1/17),China,Commercial,Earth Observation,GEO,560,12/28/16,Taiyuan Launch Center,China's first commecial earth imaging satellites.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superview 1-02 (GaoJing 1-02),NR (1/17),China,Commercial,Earth Observation,GEO,560,12/28/16,Taiyuan Launch Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaidun-1 (Caton-1),NR (9/17),China,Government,Technology Development,GEO,2,1/9/17,Jiuquan Satellite Launch Center,Test technologies of low-orbit narrow-band communication and VHF Data Exchange System (VDES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XY-S1 (Xingyun Shiyan-1),NR (9/17),China,Government,Technology Development,LEO,2,1/9/17,Jiuquan Satellite Launch Center,Test technologies of low-orbit narrow-band communication and VHF Data Exchange System (VDES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin 1-3 (Lingqiao 3),NR (9/17),China,Commercial,Earth Observation,LEO,400,1/9/17,Jiuquan Satellite Launch Center,High resolution earth-imaging. First commercial satellite for earth observation in China.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium Next SV 102,USA,USA,Government/Commercial,Communications,LEO,860,1/14/17,Vandenberg AFB,Next generation expected to last to 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium Next SV 103,USA,USA,Government/Commercial,Communications,LEO,860,1/14/17,Vandenberg AFB,Next generation expected to last to 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium Next SV 104,USA,USA,Government/Commercial,Communications,LEO,860,1/14/17,Vandenberg AFB,Next generation expected to last to 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium Next SV 105,USA,USA,Government/Commercial,Communications,LEO,860,1/14/17,Vandenberg AFB,Next generation expected to last to 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium Next SV 106,USA,USA,Government/Commercial,Communications,LEO,860,1/14/17,Vandenberg AFB,Next generation expected to last to 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium Next SV 108,USA,USA,Government/Commercial,Communications,LEO,860,1/14/17,Vandenberg AFB,Next generation expected to last to 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium Next SV 109,USA,USA,Government/Commercial,Communications,LEO,860,1/14/17,Vandenberg AFB,Next generation expected to last to 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium Next SV 111,USA,USA,Government/Commercial,Communications,LEO,860,1/14/17,Vandenberg AFB,Next generation expected to last to 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium Next SV 112,USA,USA,Government/Commercial,Communications,LEO,860,1/14/17,Vandenberg AFB,Next generation expected to last to 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridium Next SV 114,USA,USA,Government/Commercial,Communications,LEO,860,1/14/17,Vandenberg AFB,Next generation expected to last to 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITF-2 (Tsukuba Oscar 89),NR (1/17),Japan,Civil,Communications,LEO,1,1/16/17,International Space Station,Student built.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSNSat (Open Space Network Satellite),NR (9/17),USA,Commercial,Technology Development,LEO,1,1/20/17,International Space Station,First satellite of California company; made from satellite kit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBIRS GEO 3 (Space Based Infrared System Geosynchronous 3, USA 273)",USA,USA,Military,Earth Observation,LEO,"4,500",1/20/17,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispasat 36W-1 (Hispasat AG1),NR (9/17),Spain,Commercial,Communications,LEO,"3,220",1/28/17,Guiana Space Center,First GEO satellite built in Germany in 20 years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-1 (0 Flock 3P-1 1000),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-10 (0 Flock 3P-10 1022),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-11 (0 Flock 3P-11 101F),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-12 (0 Flock 3P-12 1010),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-13 (0 Flock 3P-13 1016),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-14 (0 Flock 3P-14 1018),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-15  (0 Flock 3P-15 101D),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-16 (0 Flock 3P-16 100E),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-17 (0 Flock 3P-17 1023),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-18 (0 Flock 3P-18  102B),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-19 (0 Flock 3P-19 1024),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-2 (0 Flock 3P-2 1001),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-20 (0 Flock 3P-20 1029),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-21 (0 Flock 3P-21 102A),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-22 (0 Flock 3P-22 1028),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-23 (0 Flock 3P-23 1025),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-24 (0 Flock 3P-24 1026),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-25 (0 Flock 3P-25 102F),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-26 (0 Flock 3P-26 102D),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-27 (0 Flock 3P-27 1030),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-28 (0 Flock 3P-28 102C),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-29 (0 Flock 3P-29 1033),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-3 (0 Flock 3P-3 1002),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-30 (0 Flock 3P-30 102E),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-31 (0 Flock 3P-31 1032),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-32 (0 Flock 3P-32 1035),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-33 (0 Flock 3P-33 103C),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-34 (0 Flock 3P-34 103B),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-35 (0 Flock 3P-35 103D),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-36 (0 Flock 3P-36 103A),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-37 (0 Flock 3P-37 1037),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-38 (0 Flock 3P-38 1036),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-39 (0 Flock 3P-39 103E,NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-4 (0 Flock 3P-4 1003),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-40 (0 Flock 3P-40 1039),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-41 (0 Flock 3P-41 1031),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-42 (0 Flock 3P-42 101E),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-43 (0 Flock 3P-43 1041),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-44 (0 Flock 3P-44 1019),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-45 (0 Flock 3P-45 101A),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-46 (0 Flock 3P-46 1011),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-47 (0 Flock 3P-47 1027),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-48 (0 Flock 3P-48 1042),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-49 (0 Flock 3P-49 1038),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-5 (0 Flock 3P-5 0F18),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-50 (0 Flock 3P-50 1034),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-51 (0 Flock 3P-51 1006),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-52 (0 Flock 3P-52 1044),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-53 (0 Flock 3P-53 1007),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-54  (0 Flock 3P-54 1005),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-55 (0 Flock 3P-55 1008),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-56  (0 Flock 3P-46 100F),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-57 (0 Flock 3P-57 1014),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-58 (0 Flock 3P-58 1009),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-59 (0  Flock 3P-59 1045),NR (10/17),USA,Commercial,Earth Observation,MEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-6 (0 Flock 3P-6 0F35),NR (10/17),USA,Commercial,Earth Observation,MEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-60 (0 Flock 3P-60 101B),NR (10/17),USA,Commercial,Earth Observation,MEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-61 (0 Flock 3P-61 1012),NR (10/17),USA,Commercial,Earth Observation,MEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-62 (0 Flock 3P-62 1046),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-63 (0 Flock 3P-63 1015),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-64 (0 Flock 3P-64  100A),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-65 (0 Flock 3P-65 1040),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-67 (0 Flock 3P-67 1017),NR (10/17),USA,Commercial,Earth Observation,GEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-68 (0 Flock 3P-68 1004),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-69 (0 Flock 3P-69 0F43),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-7 (0 Flock 3P-7 100B),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-70 (0 Flock 3P-70 0F15),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-71 (0 Flock 3P-71 0F11),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 3p-72 (0 Flock 3P-72 0F11),NR (10/17),USA,Commercial,Earth Observation,LEO,4,2/14/17,Satish Dhawan Space Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
